Column,Variable,Label
OHQ870,77,"Refused"
OHQ870,99,"Don't know"
OHQ870,.,"Missing"
OHQ875,0 to 7,"Range of Values"
OHQ875,77,"Refused"
OHQ875,99,"Don't know"
OHQ875,.,"Missing"
OHQ880,1,"Yes"
OHQ880,2,"No"
OHQ880,7,"Refused"
OHQ880,9,"Don't know"
OHQ880,.,"Missing"
OHQ885,1,"Yes"
OHQ885,2,"No"
OHQ885,7,"Refused"
OHQ885,9,"Don't know"
OHQ885,.,"Missing"
OHQ895,1,"Within past year"
OHQ895,2,"Between 1 and 3 years ago"
OHQ895,3,"Over 3 years ago"
OHQ895,7,"Refused"
OHQ895,9,"Don't know"
OHQ895,.,"Missing"
OHQ900,1,"Doctor/physician"
OHQ900,2,"Nurse/nurse practitioner"
OHQ900,3,"Dentist (include oral surgeons)"
OHQ900,4,"Dental Hygienist"
OHQ900,5,"Other"
OHQ900,7,"Refused"
OHQ900,9,"Don't know"
OHQ900,.,"Missing"
