Column,Variable,Label
WT1YUR08,0,"Not in replicate sample or no complete urine collection"
WT1YUR08,.,"Missing"
WT1YUR09,27354.825857 to 1046225.3276,"Range of Values"
WT1YUR09,0,"Not in replicate sample or no complete urine collection"
WT1YUR09,.,"Missing"
WT1YUR10,26787.826959 to 1085325.7097,"Range of Values"
WT1YUR10,0,"Not in replicate sample or no complete urine collection"
WT1YUR10,.,"Missing"
WT1YUR11,28902.632671 to 1039358.8672,"Range of Values"
WT1YUR11,0,"Not in replicate sample or no complete urine collection"
WT1YUR11,.,"Missing"
WT1YUR12,28817.414878 to 1276503.1858,"Range of Values"
WT1YUR12,0,"Not in replicate sample or no complete urine collection"
WT1YUR12,.,"Missing"
WT1YUR13,30806.914324 to 1126511.0723,"Range of Values"
WT1YUR13,0,"Not in replicate sample or no complete urine collection"
WT1YUR13,.,"Missing"
WT1YUR14,28423.967242 to 1136146.2984,"Range of Values"
WT1YUR14,0,"Not in replicate sample or no complete urine collection"
WT1YUR14,.,"Missing"
WT1YUR15,29944.843186 to 1053222.6222,"Range of Values"
WT1YUR15,0,"Not in replicate sample or no complete urine collection"
WT1YUR15,.,"Missing"
VPSUBRR,1 to 2,"Range of Values"
VPSUBRR,.,"Missing"
VSTRABRR,1,"1"
VSTRABRR,.,"Missing"
WT1YUB01,9708.117363 to 1993228.0013,"Range of Values"
WT1YUB01,0,"No complete urine collection"
WT1YUB01,.,"Missing"
WT1YUB02,8349.837846 to 1606031.1301,"Range of Values"
WT1YUB02,0,"No complete urine collection"
WT1YUB02,.,"Missing"
WT1YUB03,9901.051122 to 1842177.1645,"Range of Values"
WT1YUB03,0,"No complete urine collection"
WT1YUB03,.,"Missing"
WT1YUB04,7565.591177 to 1701923.7682,"Range of Values"
WT1YUB04,0,"No complete urine collection"
WT1YUB04,.,"Missing"
WT1YUB05,8593.837633 to 1729983.0084,"Range of Values"
WT1YUB05,0,"No complete urine collection"
WT1YUB05,.,"Missing"
WT1YUB06,7080.034439 to 1837031.7658,"Range of Values"
WT1YUB06,0,"No complete urine collection"
WT1YUB06,.,"Missing"
WT1YUB07,9349.310683 to 1769525.1682,"Range of Values"
WT1YUB07,0,"No complete urine collection"
WT1YUB07,.,"Missing"
WT1YUB08,8094.557196 to 1663257.4171,"Range of Values"
WT1YUB08,0,"No complete urine collection"
WT1YUB08,.,"Missing"
WT1YUB09,9247.466513 to 1825840.209,"Range of Values"
WT1YUB09,0,"No complete urine collection"
WT1YUB09,.,"Missing"
WT1YUB10,7819.636741 to 1625507.9938,"Range of Values"
WT1YUB10,0,"No complete urine collection"
WT1YUB10,.,"Missing"
WT1YUB11,10596.04009 to 1661523.21,"Range of Values"
WT1YUB11,0,"No complete urine collection"
WT1YUB11,.,"Missing"
WT1YUB12,9613.933744 to 1699918.537,"Range of Values"
WT1YUB12,0,"No complete urine collection"
WT1YUB12,.,"Missing"
WT1YUB13,9982.528076 to 1491089.5334,"Range of Values"
WT1YUB13,0,"No complete urine collection"
WT1YUB13,.,"Missing"
WT1YUB14,8619.090806 to 1978559.1055,"Range of Values"
WT1YUB14,0,"No complete urine collection"
WT1YUB14,.,"Missing"
WT1YUB15,12595.358001 to 1688513.1145,"Range of Values"
WT1YUB15,0,"No complete urine collection"
WT1YUB15,.,"Missing"
WT1YUB16,8365.095245 to 1734825.4197,"Range of Values"
WT1YUB16,0,"No complete urine collection"
WT1YUB16,.,"Missing"
