Column,Label,Comment,Note,Target,Attribute,attributeOf,Unit,Time,Entity,Role,Relation,inRelationTo,wasDerivedFrom,wasGeneratedBy,hasPosition
DSQTVB6,"Vitamin B6 (mg)","Vitamin B6 (mg)",," Both males and females 0 YEARS - 150 YEARS",,,obo:UO_0000022,,,,,,,,
DSQTFA,"Folic acid (mcg)","Folic acid (mcg)",," Both males and females 0 YEARS - 150 YEARS",,,,,,,,,,,
DSQTFDFE,"Folate, DFE (mcg)","Folate, DFE (mcg)",," Both males and females 0 YEARS - 150 YEARS",,,,,,,,,,,
DSQTCHL,"Total choline (mg)","Total choline (mg)",," Both males and females 0 YEARS - 150 YEARS",,,obo:UO_0000022,,,,,,,,
DSQTVB12,"Vitamin B12 (mcg)","Vitamin B12 (mcg)",," Both males and females 0 YEARS - 150 YEARS",,,,,,,,,,,
DSQTVC,"Vitamin C (mg)","Vitamin C (mg)",," Both males and females 0 YEARS - 150 YEARS",,,obo:UO_0000022,,,,,,,,
DSQTVK,"Vitamin K (mcg)","Vitamin K (mcg)",," Both males and females 0 YEARS - 150 YEARS",,,,,,,,,,,
DSQTVD,"Vitamin D (D2 + D3) (mcg)","Vitamin D (D2 + D3) (mcg)",," Both males and females 0 YEARS - 150 YEARS",,,chebi:27300,,,,,,,,
DSQTCALC,"Calcium (mg)","Calcium (mg)",," Both males and females 0 YEARS - 150 YEARS",,,obo:UO_0000022,,,,,,,,
DSQTPHOS,"Phosphorus (mg)","Phosphorus (mg)",," Both males and females 0 YEARS - 150 YEARS",,,obo:UO_0000022,,,,,,,,
DSQTMAGN,"Magnesium (mg)","Magnesium (mg)",," Both males and females 0 YEARS - 150 YEARS",,,obo:UO_0000022,,,,,,,,
DSQTIRON,"Iron (mg)","Iron (mg)",," Both males and females 0 YEARS - 150 YEARS",,,obo:UO_0000022,,,,,,,,
DSQTZINC,"Zinc (mg)","Zinc (mg)",," Both males and females 0 YEARS - 150 YEARS",,,obo:UO_0000022,,,,,,,,
DSQTCOPP,"Copper (mg)","Copper (mg)",," Both males and females 0 YEARS - 150 YEARS",,,obo:UO_0000022,,,,,,,,
DSQTSODI,"Sodium (mg)","Sodium (mg)",," Both males and females 0 YEARS - 150 YEARS",,,obo:UO_0000022,,,,,,,,
DSQTPOTA,"Potassium (mg)","Potassium (mg)",," Both males and females 0 YEARS - 150 YEARS",,,obo:UO_0000022,,,,,,,,
DSQTSELE,"Selenium (mcg)","Selenium (mcg)",," Both males and females 0 YEARS - 150 YEARS",,,chebi:27568,,,,,,,,
DSQTCAFF,"Caffeine (mg)","Caffeine (mg)",," Both males and females 0 YEARS - 150 YEARS",,,obo:UO_0000022,,,,,,,,
DSQTIODI,"Iodine (mcg)","Iodine (mcg)",," Both males and females 0 YEARS - 150 YEARS",,,chebi:33115,,,,,,,,
