Column,Label,Comment,Note,Target,Attribute,attributeOf,Unit,Time,Entity,Role,Relation,inRelationTo,wasDerivedFrom,wasGeneratedBy,hasPosition
WTCI8R18,"CA 8 Year Interview Wt: Replicate 18","8-year interview weight: Fay's-adjusted balanced repeated replication (Fay's BRR) weight 18 for participants in California.",," Both males and females 0 YEARS - 150 YEARS",,,obo:UO_0000036,,,,,,,,
WTCI8R19,"CA 8 Year Interview Wt: Replicate 19","8-year interview weight: Fay's-adjusted balanced repeated replication (Fay's BRR) weight 19 for participants in California.",," Both males and females 0 YEARS - 150 YEARS",,,obo:UO_0000036,,,,,,,,
WTCI8R20,"CA 8 Year Interview Wt: Replicate 20","8-year interview weight: Fay's-adjusted balanced repeated replication (Fay's BRR) weight 20 for participants in California.",," Both males and females 0 YEARS - 150 YEARS",,,obo:UO_0000036,,,,,,,,
WTCI8R21,"CA 8 Year Interview Wt: Replicate 21","8-year interview weight: Fay's-adjusted balanced repeated replication (Fay's BRR) weight 21 for participants in California.",," Both males and females 0 YEARS - 150 YEARS",,,obo:UO_0000036,,,,,,,,
WTCI8R22,"CA 8 Year Interview Wt: Replicate 22","8-year interview weight: Fay's-adjusted balanced repeated replication (Fay's BRR) weight 22 for participants in California.",," Both males and females 0 YEARS - 150 YEARS",,,obo:UO_0000036,,,,,,,,
WTCI8R23,"CA 8 Year Interview Wt: Replicate 23","8-year interview weight: Fay's-adjusted balanced repeated replication (Fay's BRR) weight 23 for participants in California.",," Both males and females 0 YEARS - 150 YEARS",,,obo:UO_0000036,,,,,,,,
WTCI8R24,"CA 8 Year Interview Wt: Replicate 24","8-year interview weight: Fay's-adjusted balanced repeated replication (Fay's BRR) weight 24 for participants in California.",," Both males and females 0 YEARS - 150 YEARS",,,obo:UO_0000036,,,,,,,,
WTCI8R25,"CA 8 Year Interview Wt: Replicate 25","8-year interview weight: Fay's-adjusted balanced repeated replication (Fay's BRR) weight 25 for participants in California.",," Both males and females 0 YEARS - 150 YEARS",,,obo:UO_0000036,,,,,,,,
WTCI8R26,"CA 8 Year Interview Wt: Replicate 26","8-year interview weight: Fay's-adjusted balanced repeated replication (Fay's BRR) weight 26 for participants in California.",," Both males and females 0 YEARS - 150 YEARS",,,obo:UO_0000036,,,,,,,,
WTCI8R27,"CA 8 Year Interview Wt: Replicate 27","8-year interview weight: Fay's-adjusted balanced repeated replication (Fay's BRR) weight 27 for participants in California.",," Both males and females 0 YEARS - 150 YEARS",,,obo:UO_0000036,,,,,,,,
WTCI8R28,"CA 8 Year Interview Wt: Replicate 28","8-year interview weight: Fay's-adjusted balanced repeated replication (Fay's BRR) weight 28 for participants in California.",," Both males and females 0 YEARS - 150 YEARS",,,obo:UO_0000036,,,,,,,,
WTCI8R29,"CA 8 Year Interview Wt: Replicate 29","8-year interview weight: Fay's-adjusted balanced repeated replication (Fay's BRR) weight 29 for participants in California.",," Both males and females 0 YEARS - 150 YEARS",,,obo:UO_0000036,,,,,,,,
WTCI8R30,"CA 8 Year Interview Wt: Replicate 30","8-year interview weight: Fay's-adjusted balanced repeated replication (Fay's BRR) weight 30 for participants in California.",," Both males and females 0 YEARS - 150 YEARS",,,obo:UO_0000036,,,,,,,,
WTCI8R31,"CA 8 Year Interview Wt: Replicate 31","8-year interview weight: Fay's-adjusted balanced repeated replication (Fay's BRR) weight 31 for participants in California.",," Both males and females 0 YEARS - 150 YEARS",,,obo:UO_0000036,,,,,,,,
WTCI8R32,"CA 8 Year Interview Wt: Replicate 32","8-year interview weight: Fay's-adjusted balanced repeated replication (Fay's BRR) weight 32 for participants in California.",," Both males and females 0 YEARS - 150 YEARS",,,obo:UO_0000036,,,,,,,,
WTCI8R33,"CA 8 Year Interview Wt: Replicate 33","8-year interview weight: Fay's-adjusted balanced repeated replication (Fay's BRR) weight 33 for participants in California.",," Both males and females 0 YEARS - 150 YEARS",,,obo:UO_0000036,,,,,,,,
WTCI8R34,"CA 8 Year Interview Wt: Replicate 34","8-year interview weight: Fay's-adjusted balanced repeated replication (Fay's BRR) weight 34 for participants in California.",," Both males and females 0 YEARS - 150 YEARS",,,obo:UO_0000036,,,,,,,,
WTCI8R35,"CA 8 Year Interview Wt: Replicate 35","8-year interview weight: Fay's-adjusted balanced repeated replication (Fay's BRR) weight 35 for participants in California.",," Both males and females 0 YEARS - 150 YEARS",,,obo:UO_0000036,,,,,,,,
WTCI8R36,"CA 8 Year Interview Wt: Replicate 36","8-year interview weight: Fay's-adjusted balanced repeated replication (Fay's BRR) weight 36 for participants in California.",," Both males and females 0 YEARS - 150 YEARS",,,obo:UO_0000036,,,,,,,,
WTCI8R37,"CA 8 Year Interview Wt: Replicate 37","8-year interview weight: Fay's-adjusted balanced repeated replication (Fay's BRR) weight 37 for participants in California.",," Both males and females 0 YEARS - 150 YEARS",,,obo:UO_0000036,,,,,,,,
WTCI8R38,"CA 8 Year Interview Wt: Replicate 38","8-year interview weight: Fay's-adjusted balanced repeated replication (Fay's BRR) weight 38 for participants in California.",," Both males and females 0 YEARS - 150 YEARS",,,obo:UO_0000036,,,,,,,,
WTCI8R39,"CA 8 Year Interview Wt: Replicate 39","8-year interview weight: Fay's-adjusted balanced repeated replication (Fay's BRR) weight 39 for participants in California.",," Both males and females 0 YEARS - 150 YEARS",,,obo:UO_0000036,,,,,,,,
WTCI8R40,"CA 8 Year Interview Wt: Replicate 40","8-year interview weight: Fay's-adjusted balanced repeated replication (Fay's BRR) weight 40 for participants in California.",," Both males and females 0 YEARS - 150 YEARS",,,obo:UO_0000036,,,,,,,,
WTCI8R41,"CA 8 Year Interview Wt: Replicate 41","8-year interview weight: Fay's-adjusted balanced repeated replication (Fay's BRR) weight 41 for participants in California.",," Both males and females 0 YEARS - 150 YEARS",,,obo:UO_0000036,,,,,,,,
WTCI8R42,"CA 8 Year Interview Wt: Replicate 42","8-year interview weight: Fay's-adjusted balanced repeated replication (Fay's BRR) weight 42 for participants in California.",," Both males and females 0 YEARS - 150 YEARS",,,obo:UO_0000036,,,,,,,,
WTCI8R43,"CA 8 Year Interview Wt: Replicate 43","8-year interview weight: Fay's-adjusted balanced repeated replication (Fay's BRR) weight 43 for participants in California.",," Both males and females 0 YEARS - 150 YEARS",,,obo:UO_0000036,,,,,,,,
WTCI8R44,"CA 8 Year Interview Wt: Replicate 44","8-year interview weight: Fay's-adjusted balanced repeated replication (Fay's BRR) weight 44 for participants in California.",," Both males and females 0 YEARS - 150 YEARS",,,obo:UO_0000036,,,,,,,,
WTCI8R45,"CA 8 Year Interview Wt: Replicate 45","8-year interview weight: Fay's-adjusted balanced repeated replication (Fay's BRR) weight 45 for participants in California.",," Both males and females 0 YEARS - 150 YEARS",,,obo:UO_0000036,,,,,,,,
WTCI8R46,"CA 8 Year Interview Wt: Replicate 46","8-year interview weight: Fay's-adjusted balanced repeated replication (Fay's BRR) weight 46 for participants in California.",," Both males and females 0 YEARS - 150 YEARS",,,obo:UO_0000036,,,,,,,,
WTCI8R47,"CA 8 Year Interview Wt: Replicate 47","8-year interview weight: Fay's-adjusted balanced repeated replication (Fay's BRR) weight 47 for participants in California.",," Both males and females 0 YEARS - 150 YEARS",,,obo:UO_0000036,,,,,,,,
WTCI8R48,"CA 8 Year Interview Wt: Replicate 48","8-year interview weight: Fay's-adjusted balanced repeated replication (Fay's BRR) weight 48 for participants in California.",," Both males and females 0 YEARS - 150 YEARS",,,obo:UO_0000036,,,,,,,,
WTCI8R49,"CA 8 Year Interview Wt: Replicate 49","8-year interview weight: Fay's-adjusted balanced repeated replication (Fay's BRR) weight 49 for participants in California.",," Both males and females 0 YEARS - 150 YEARS",,,obo:UO_0000036,,,,,,,,
WTCI8R50,"CA 8 Year Interview Wt: Replicate 50","8-year interview weight: Fay's-adjusted balanced repeated replication (Fay's BRR) weight 50 for participants in California.",," Both males and females 0 YEARS - 150 YEARS",,,obo:UO_0000036,,,,,,,,
WTCI8R51,"CA 8 Year Interview Wt: Replicate 51","8-year interview weight: Fay's-adjusted balanced repeated replication (Fay's BRR) weight 51 for participants in California.",," Both males and females 0 YEARS - 150 YEARS",,,obo:UO_0000036,,,,,,,,
WTCI8R52,"CA 8 Year Interview Wt: Replicate 52","8-year interview weight: Fay's-adjusted balanced repeated replication (Fay's BRR) weight 52 for participants in California.",," Both males and females 0 YEARS - 150 YEARS",,,obo:UO_0000036,,,,,,,,
CATVPSU,"Taylor Series variance PSU identifier","Variance unit: PSU variable for variance estimation",," Both males and females 0 YEARS - 150 YEARS",,,,,,,,,,,
CATVSTRA,"Taylor Series variance strata identifier","Variance unit: stratum variable for variance estimation",," Both males and females 0 YEARS - 150 YEARS",,,,,,,,,,,
WTCAM8YR,"Full sample CA 8 Year MEC Exam Weight","Full sample 8-year MEC exam weight for participants in California.",," Both males and females 0 YEARS - 150 YEARS",chear:Weight,,obo:UO_0000036,,,,,,,,
WTCM8R01,"CA 8 Year MEC Exam Wt: Replicate 01","8-year MEC exam weight: Fay's-adjusted balanced repeated replication (Fay's BRR) weight 01 for participants in California.",," Both males and females 0 YEARS - 150 YEARS",,,obo:UO_0000036,,,,,,,,
WTCM8R02,"CA 8 Year MEC Exam Wt: Replicate 02","8-year MEC exam weight: Fay's-adjusted balanced repeated replication (Fay's BRR) weight 02 for participants in California.",," Both males and females 0 YEARS - 150 YEARS",,,obo:UO_0000036,,,,,,,,
WTCM8R03,"CA 8 Year MEC Exam Wt: Replicate 03","8-year MEC exam weight: Fay's-adjusted balanced repeated replication (Fay's BRR) weight 03 for participants in California.",," Both males and females 0 YEARS - 150 YEARS",,,obo:UO_0000036,,,,,,,,
WTCM8R04,"CA 8 Year MEC Exam Wt: Replicate 04","8-year MEC exam weight: Fay's-adjusted balanced repeated replication (Fay's BRR) weight 04 for participants in California.",," Both males and females 0 YEARS - 150 YEARS",,,obo:UO_0000036,,,,,,,,
WTCM8R05,"CA 8 Year MEC Exam Wt: Replicate 05","8-year MEC exam weight: Fay's-adjusted balanced repeated replication (Fay's BRR) weight 05 for participants in California.",," Both males and females 0 YEARS - 150 YEARS",,,obo:UO_0000036,,,,,,,,
WTCM8R06,"CA 8 Year MEC Exam Wt: Replicate 06","8-year MEC exam weight: Fay's-adjusted balanced repeated replication (Fay's BRR) weight 06 for participants in California.",," Both males and females 0 YEARS - 150 YEARS",,,obo:UO_0000036,,,,,,,,
WTCM8R07,"CA 8 Year MEC Exam Wt: Replicate 07","8-year MEC exam weight: Fay's-adjusted balanced repeated replication (Fay's BRR) weight 07 for participants in California.",," Both males and females 0 YEARS - 150 YEARS",,,obo:UO_0000036,,,,,,,,
WTCM8R08,"CA 8 Year MEC Exam Wt: Replicate 08","8-year MEC exam weight: Fay's-adjusted balanced repeated replication (Fay's BRR) weight 08 for participants in California.",," Both males and females 0 YEARS - 150 YEARS",,,obo:UO_0000036,,,,,,,,
WTCM8R09,"CA 8 Year MEC Exam Wt: Replicate 09","8-year MEC exam weight: Fay's-adjusted balanced repeated replication (Fay's BRR) weight 09 for participants in California.",," Both males and females 0 YEARS - 150 YEARS",,,obo:UO_0000036,,,,,,,,
WTCM8R10,"CA 8 Year MEC Exam Wt: Replicate 10","8-year MEC exam weight: Fay's-adjusted balanced repeated replication (Fay's BRR) weight 10 for participants in California.",," Both males and females 0 YEARS - 150 YEARS",,,obo:UO_0000036,,,,,,,,
WTCM8R11,"CA 8 Year MEC Exam Wt: Replicate 11","8-year MEC exam weight: Fay's-adjusted balanced repeated replication (Fay's BRR) weight 11 for participants in California.",," Both males and females 0 YEARS - 150 YEARS",,,obo:UO_0000036,,,,,,,,
WTCM8R12,"CA 8 Year MEC Exam Wt: Replicate 12","8-year MEC exam weight: Fay's-adjusted balanced repeated replication (Fay's BRR) weight 12 for participants in California.",," Both males and females 0 YEARS - 150 YEARS",,,obo:UO_0000036,,,,,,,,
WTCM8R13,"CA 8 Year MEC Exam Wt: Replicate 13","8-year MEC exam weight: Fay's-adjusted balanced repeated replication (Fay's BRR) weight 13 for participants in California.",," Both males and females 0 YEARS - 150 YEARS",,,obo:UO_0000036,,,,,,,,
WTCM8R14,"CA 8 Year MEC Exam Wt: Replicate 14","8-year MEC exam weight: Fay's-adjusted balanced repeated replication (Fay's BRR) weight 14 for participants in California.",," Both males and females 0 YEARS - 150 YEARS",,,obo:UO_0000036,,,,,,,,
WTCM8R15,"CA 8 Year MEC Exam Wt: Replicate 15","8-year MEC exam weight: Fay's-adjusted balanced repeated replication (Fay's BRR) weight 15 for participants in California.",," Both males and females 0 YEARS - 150 YEARS",,,obo:UO_0000036,,,,,,,,
WTCM8R16,"CA 8 Year MEC Exam Wt: Replicate 16","8-year MEC exam weight: Fay's-adjusted balanced repeated replication (Fay's BRR) weight 16 for participants in California.",," Both males and females 0 YEARS - 150 YEARS",,,obo:UO_0000036,,,,,,,,
WTCM8R17,"CA 8 Year MEC Exam Wt: Replicate 17","8-year MEC exam weight: Fay's-adjusted balanced repeated replication (Fay's BRR) weight 17 for participants in California.",," Both males and females 0 YEARS - 150 YEARS",,,obo:UO_0000036,,,,,,,,
WTCM8R18,"CA 8 Year MEC Exam Wt: Replicate 18","8-year MEC exam weight: Fay's-adjusted balanced repeated replication (Fay's BRR) weight 18 for participants in California.",," Both males and females 0 YEARS - 150 YEARS",,,obo:UO_0000036,,,,,,,,
WTCM8R19,"CA 8 Year MEC Exam Wt: Replicate 19","8-year MEC exam weight: Fay's-adjusted balanced repeated replication (Fay's BRR) weight 19 for participants in California.",," Both males and females 0 YEARS - 150 YEARS",,,obo:UO_0000036,,,,,,,,
WTCM8R20,"CA 8 Year MEC Exam Wt: Replicate 20","8-year MEC exam weight: Fay's-adjusted balanced repeated replication (Fay's BRR) weight 20 for participants in California.",," Both males and females 0 YEARS - 150 YEARS",,,obo:UO_0000036,,,,,,,,
WTCM8R21,"CA 8 Year MEC Exam Wt: Replicate 21","8-year MEC exam weight: Fay's-adjusted balanced repeated replication (Fay's BRR) weight 21 for participants in California.",," Both males and females 0 YEARS - 150 YEARS",,,obo:UO_0000036,,,,,,,,
WTCM8R22,"CA 8 Year MEC Exam Wt: Replicate 22","8-year MEC exam weight: Fay's-adjusted balanced repeated replication (Fay's BRR) weight 22 for participants in California.",," Both males and females 0 YEARS - 150 YEARS",,,obo:UO_0000036,,,,,,,,
WTCM8R23,"CA 8 Year MEC Exam Wt: Replicate 23","8-year MEC exam weight: Fay's-adjusted balanced repeated replication (Fay's BRR) weight 23 for participants in California.",," Both males and females 0 YEARS - 150 YEARS",,,obo:UO_0000036,,,,,,,,
WTCM8R24,"CA 8 Year MEC Exam Wt: Replicate 24","8-year MEC exam weight: Fay's-adjusted balanced repeated replication (Fay's BRR) weight 24 for participants in California.",," Both males and females 0 YEARS - 150 YEARS",,,obo:UO_0000036,,,,,,,,
WTCM8R25,"CA 8 Year MEC Exam Wt: Replicate 25","8-year MEC exam weight: Fay's-adjusted balanced repeated replication (Fay's BRR) weight 25 for participants in California.",," Both males and females 0 YEARS - 150 YEARS",,,obo:UO_0000036,,,,,,,,
WTCM8R26,"CA 8 Year MEC Exam Wt: Replicate 26","8-year MEC exam weight: Fay's-adjusted balanced repeated replication (Fay's BRR) weight 26 for participants in California.",," Both males and females 0 YEARS - 150 YEARS",,,obo:UO_0000036,,,,,,,,
WTCM8R27,"CA 8 Year MEC Exam Wt: Replicate 27","8-year MEC exam weight: Fay's-adjusted balanced repeated replication (Fay's BRR) weight 27 for participants in California.",," Both males and females 0 YEARS - 150 YEARS",,,obo:UO_0000036,,,,,,,,
WTCM8R28,"CA 8 Year MEC Exam Wt: Replicate 28","8-year MEC exam weight: Fay's-adjusted balanced repeated replication (Fay's BRR) weight 28 for participants in California.",," Both males and females 0 YEARS - 150 YEARS",,,obo:UO_0000036,,,,,,,,
WTCM8R29,"CA 8 Year MEC Exam Wt: Replicate 29","8-year MEC exam weight: Fay's-adjusted balanced repeated replication (Fay's BRR) weight 29 for participants in California.",," Both males and females 0 YEARS - 150 YEARS",,,obo:UO_0000036,,,,,,,,
WTCM8R30,"CA 8 Year MEC Exam Wt: Replicate 30","8-year MEC exam weight: Fay's-adjusted balanced repeated replication (Fay's BRR) weight 30 for participants in California.",," Both males and females 0 YEARS - 150 YEARS",,,obo:UO_0000036,,,,,,,,
WTCM8R31,"CA 8 Year MEC Exam Wt: Replicate 31","8-year MEC exam weight: Fay's-adjusted balanced repeated replication (Fay's BRR) weight 31 for participants in California.",," Both males and females 0 YEARS - 150 YEARS",,,obo:UO_0000036,,,,,,,,
WTCM8R32,"CA 8 Year MEC Exam Wt: Replicate 32","8-year MEC exam weight: Fay's-adjusted balanced repeated replication (Fay's BRR) weight 32 for participants in California.",," Both males and females 0 YEARS - 150 YEARS",,,obo:UO_0000036,,,,,,,,
WTCM8R33,"CA 8 Year MEC Exam Wt: Replicate 33","8-year MEC exam weight: Fay's-adjusted balanced repeated replication (Fay's BRR) weight 33 for participants in California.",," Both males and females 0 YEARS - 150 YEARS",,,obo:UO_0000036,,,,,,,,
WTCM8R34,"CA 8 Year MEC Exam Wt: Replicate 34","8-year MEC exam weight: Fay's-adjusted balanced repeated replication (Fay's BRR) weight 34 for participants in California.",," Both males and females 0 YEARS - 150 YEARS",,,obo:UO_0000036,,,,,,,,
WTCM8R35,"CA 8 Year MEC Exam Wt: Replicate 35","8-year MEC exam weight: Fay's-adjusted balanced repeated replication (Fay's BRR) weight 35 for participants in California.",," Both males and females 0 YEARS - 150 YEARS",,,obo:UO_0000036,,,,,,,,
WTCM8R36,"CA 8 Year MEC Exam Wt: Replicate 36","8-year MEC exam weight: Fay's-adjusted balanced repeated replication (Fay's BRR) weight 36 for participants in California.",," Both males and females 0 YEARS - 150 YEARS",,,obo:UO_0000036,,,,,,,,
WTCM8R37,"CA 8 Year MEC Exam Wt: Replicate 37","8-year MEC exam weight: Fay's-adjusted balanced repeated replication (Fay's BRR) weight 37 for participants in California.",," Both males and females 0 YEARS - 150 YEARS",,,obo:UO_0000036,,,,,,,,
WTCM8R38,"CA 8 Year MEC Exam Wt: Replicate 38","8-year MEC exam weight: Fay's-adjusted balanced repeated replication (Fay's BRR) weight 38 for participants in California.",," Both males and females 0 YEARS - 150 YEARS",,,obo:UO_0000036,,,,,,,,
WTCM8R39,"CA 8 Year MEC Exam Wt: Replicate 39","8-year MEC exam weight: Fay's-adjusted balanced repeated replication (Fay's BRR) weight 39 for participants in California.",," Both males and females 0 YEARS - 150 YEARS",,,obo:UO_0000036,,,,,,,,
WTCM8R40,"CA 8 Year MEC Exam Wt: Replicate 40","8-year MEC exam weight: Fay's-adjusted balanced repeated replication (Fay's BRR) weight 40 for participants in California.",," Both males and females 0 YEARS - 150 YEARS",,,obo:UO_0000036,,,,,,,,
WTCM8R41,"CA 8 Year MEC Exam Wt: Replicate 41","8-year MEC exam weight: Fay's-adjusted balanced repeated replication (Fay's BRR) weight 41 for participants in California.",," Both males and females 0 YEARS - 150 YEARS",,,obo:UO_0000036,,,,,,,,
WTCM8R42,"CA 8 Year MEC Exam Wt: Replicate 42","8-year MEC exam weight: Fay's-adjusted balanced repeated replication (Fay's BRR) weight 42 for participants in California.",," Both males and females 0 YEARS - 150 YEARS",,,obo:UO_0000036,,,,,,,,
WTCM8R43,"CA 8 Year MEC Exam Wt: Replicate 43","8-year MEC exam weight: Fay's-adjusted balanced repeated replication (Fay's BRR) weight 43 for participants in California.",," Both males and females 0 YEARS - 150 YEARS",,,obo:UO_0000036,,,,,,,,
WTCM8R44,"CA 8 Year MEC Exam Wt: Replicate 44","8-year MEC exam weight: Fay's-adjusted balanced repeated replication (Fay's BRR) weight 44 for participants in California.",," Both males and females 0 YEARS - 150 YEARS",,,obo:UO_0000036,,,,,,,,
